Data_Quality_Notes,type,title,director,cast,release_year,rating,Duration_Value,Duration_Unit,listed_in,description,Data_Quality_Notes
s9279,Movie,Twelve,Joel Schumacher,"Chace Crawford, Emma Roberts, Rory Culkin, 50 Cent, Zo' Kravitz",2010,R,95,Min,"Drama, Suspense","A Young Drug Dealer Watches As His High-Rolling Life Is Dismantled In The Wake Of His Cousin'S Murder, Which Sees His Best Friend Arrested For The Crime.",
s9280,Movie,Tuck Jagadish (Malayalam),Shiva Nirvana,"Nani, Ritu Varma, Aishwarya Rajesh, Jagapathi Babu, Daniel Balaji, Nasser, Parvathi T, Rohini, Rao Ramesh, Naresh",2021,13+,145,Min,"Drama, Kids","When A Doting Elder Brother Has A Dispute With The Younger One Over The Inheritance, The Latter Tries To Establish Peace And Keep The Family Together.",
s9281,TV Show,Travel Man: 48 Hours in...,Not Mentioned,"Richard Ayoade, Jessica Knappett",2018,13+,7,Seasons,"Action, Adventure, Comedy","Richard Ayoade Attempts To Visit All The Top Tourist Attractions In Various Cities In A 48-Hour Period. Richard Hates Long, Boring Holidays So He Challenges Himself To Make Trips As Efficient As Possible.",
s9282,Movie,Totò Eva e il pennello proibito,Steno,"Louis De Funès, Abbe Lane, Totò",1959,13+,99,Min,Comedy,"The Crooks Eva (Abbe Lane) And Raoul (Mario Carotenuto), Devise A Scam, The Plan Consists In Ing The Copyist Antonio Scorcelletti (Totò) Paint La Maja Desnuda, Adding A Nightgown To The Latter. In This Way, Thanks To The Complacency Of The Unsuspecting Professor Francisco Montiel (Luis De Funès), They Will Try To Pass Off The Maja In A Shirt As An Unpublished Work By Goya...",
s9283,Movie,The Selling,Emily Lou,"Gabriel Diani, Janet Varney, Barry Bostwick, Etta Devine",2021,13+,90,Min,"Comedy, Horror",A Too Honest For His Own Good Real Estate Agent Learns How Frightening The Housing Market Can Be When He Tries To Flip A Haunted House.,
s9284,Movie,The Right Distance,Carlo Mazzacurati,"Giovanni Capovilla, Valentina Lodovini, Ahmed Hafiane, Giuseppe Battiston",2007,13+,106,Min,"Drama, Suspense","An Aspiring Journalist Investigates The Murder Of The Woman He Once Loved. After The Suicide Of The Prime Suspect, He Unravels The Harrowing Truth Behind The Crime.",
s9285,Movie,The Prophecy 2,Kenneth Okinkwo Okwy,Iyke Ogbonna George Clinting Ngozi Achms,2021,16+,88,Min,Drama,"Aretha Is Giving A Prophecy About One Of Her Sons And Immediately Lost It All, Where All Hopes Is Gone. Will Aretha Look Up To God In Prayers Or Will Fear Cause Her To Do Anything For Earthly Results?",
s9286,Movie,The Prophecy,Kenneth Okinkwo Okwy,Iyke Ogbonna George Clinting Ngozi Achms,2021,16+,124,Min,Drama,"What Happens In The Dark Will Eventually Comes To Light. Aretha Was Giving A Prophecy That Scattered And Challenged Her Faith. In Times Like This, Will She Trust Her God And Look Up To Him For Clarity, Or Will She Will She Allow A Word Lead Her Into Darkness As She Looks For Solution?",
s9287,Movie,The Morning After,Stuart Acher,"Joel David Moore, Madeline Zima, Abraham Benrubi, Stephanie Faracy",2018,18+,84,Min,"Comedy, Drama, Romance","A Hot One-Night Stand Turns Into An Awkward Morning After When Guy And Holly Get Stuck In A Dead-Stopped Traffic Jam. As They Begrudgingly Get To Know Each Other, We Learn Of Their Sexually Raucous Evening And Then They'Re Led To Their Surprising Destiny.",
s9288,Movie,The Magic Voyage,Michael Schoemann,"Corey Feldman, Dom Deluise, Dan Haggerty, Mickey Rooney",1992,7+,80,Min,"Action, Kids",Christopher Columbus Decides To Go On A Journey To Prove That The Earth Is Not Flat. His Companion Is A Smart Wood Worm Who'S On A Quest Of His Own: To Save A Beautiful Fairy Princess From The Evil Lord Swarm And His Insect Army.,
s9289,Movie,The Last Exorcism,Daniel Stamm,"Patrick Fabian, Ashley Bell, Iris Bahr, Louis Herthum, Caleb Landry Jones",2010,Pg-13,88,Min,Horror,Hd. A Phony Preacher Decides To Record His Final Exorcism And Expose His Fraud…Until He Discovers The Very Real Evil Within A Possessed Woman.,
s9290,Movie,The Lady Doctor,Camillo Mastrocinque,"Vittorio De Sica, Abbe Lane, Totò",1957,7+,99,Min,Comedy,"Two Sisters Are Convinced That Their Nephew'S Wife Is A Traitor And Has An Extramarital Affair. In Order To Collect Evidence, They Turn To An Investigative Agency Where, However, Without Their Knowledge, They Are Helped By Two Cheaters Who Pretend To Be Professionals But In Reality Are Only Orderlies ...",
s9291,Movie,The Intruder,Raffaello Matarazzo,"Amedeo Nazari, Lea Padovani",1956,13+,99,Min,Drama,"A Doctor Saves A Girl From Suicide And Marries Her Out Of Pity. Soon The Evil Man Who Had Pushed Her To The Limit Taking Advantage Of Her Re-Enters Her Life. The Ensuing Crisis Will Help The Newlyweds Overcome Their Differences And Start A Fresh, Better New Life.",
s9292,Movie,The Ice Forest,Claudio Noce,"Emir Kusturica, Kseniya Rappoport, Domenico Diele, Adriano Giannini",2014,13+,107,Min,"Action, Drama, Suspense","As A Snowstorm Is About To Rage, A Young Technician Arrives In A High-Altitude Town To Repair Its Electric Power Plant. He Quickly Discovers That It Is Used For Sinister Purposes.",
s9293,Movie,The Dog Who Saved Christmas,Michael Feifer,"Dean Cain, Gary Valentine, Mario Lopez, Elisa Donovan",2009,Pg,88,Min,"Action, Comedy, Kids","The Bannister Family'S Newly Adopted And Crafty Canine, Zeus (Voiced By Mario Lopez) Saves Its Home From Two Bumbling Thieves While The Family Is Away At Christmas.",
s9294,Movie,The Breaking Point,James Hunter,"Diana Lovell, Erik Grey, Sean Nelson, Reggie Peters, Roy Williams Jr.",2021,16+,73,Min,"Action, Drama, Suspense","Shawn Dickerson, A Street Guy Is Accused Of Killing Brenda Sawyer, An Overzealous Assistant D.A. Name Ballard, Who Is Willing To Do Whatever She Has To Do To Make District Attorney, Even If It Means Bending The Rules.",
s9295,Movie,The Boyfriend School,Malcolm Mowbray,"Steve Guttenberg, Jami Gertz, Shelley Long, Kyle Maclachlan, Madchen Amick, Kevin Scannell",1990,Pg-13,103,Min,Comedy,"Gus Kubicek (Steve Guttenberg) Isn'T Exactly Ladies' Man Material...At Least Not Until His Romance Writer Sister (Shelley Long) Gets Hold Of Him. Soon He'S The Buff And Bronzed Main Character In The Romantic Fantasies Of His Dream Girl, Emily.",
s9296,TV Show,Tales of Para Handy,Not Mentioned,"Gregor Fisher, Sally Howitt, Sean Scanlon, Rikki Fulton",1995,16+,2,Seasons,Tv Shows,"A New Season Of The Comedy Drama Starring Gregor Fisher As Para Handy, Skipper Of The 'Vital Spark' The Most Unreliable Puffer Ever To Have Sailed Round The Mull Of Kintyre!",
s9297,Movie,Swallows and Amazons,Philippa Lowthorpe,"Bobby Mcculloch, Dane Hughes, Kelly Macdonald, Teddie Malleson-Allen, Orla Hill, Andrew Scott, Dan Skinner, Rafe Spall, Harry Enfield, Jessica Hynes, Fenella Woolgar, Seren Hawkes, Hannah-Jayne Thorp",2017,All,97,Min,"Action, Drama, Kids","In This Delightful Family Adventure, Four Children Dream Of Escaping The Tedium Of A Summer Holiday With Their Mother. When Finally Given Permission To Camp On Their Own On An Island In The Middle Of A Vast Lake, They Are Overjoyed. But When They Get There They Discover They May Not Be Alone...And The Battle For Ownership Of A Lonely Island Teaches The Value Of Friendship!",
s9298,TV Show,Strathblair,Not Mentioned,"Francesca Hunt, David Robb, Andrew Kier",1993,16+,2,Seasons,Drama,"The Best Thing To Come Out Of Scotland Since Malt Whisky. Ian Carmichael, Derek Riddell And Francesca Hunt Bring More Drama As Our Favorite Newlyweds Continue To Make A Go Of Their Rundown Hill Farm.",
s9299,Movie,Six Three Times,Sophia Rivera,"Jeanne Young, Denis Vikhliantsev",2021,13+,50,Min,Drama,A Peaceful Journey Becomes A Hikers Nightmare As He Encounters Several Disturbing Interactions From Obscured Wanderers.,
s9300,Movie,Sins Of Desire,Jim Wynorski,"Gail Thackray, John Henry Richardson, Delia Sheppard",1993,18+,91,Min,"Drama, Suspense","Suspecting Foul Play, Kay Egan Goes Undercover To Work In A Suspicious Sex Clinic Where Her Sister Went To Therapy Before Killing Herself. And Kay Is Not The Only One Watching The Sinister Married Couple Who Runs The Place.",
s9301,Movie,Side Chicks,Emmanuel Mageme,Tana Adelana Martha Ankomah Seun Akindele,2021,18+,75,Min,"Drama, Romance","Latifa Is A Well Known Love Therapist And Tv Host She Recently Got Engaged To The Love Of Her Life And Have The Best Selling Book Preaching Against Side Chick Just For Her Fans And Public To Find Out That She Is A Side Chick Herself, Before She Finds Out Herself",
s9302,Movie,Shutter,V. K. Prakash,"Sachin Khedekar, Sonalee Kulkarni, Amey Wagh, Prakash Bare, Jaywant Wadkar",2017,13+,122,Min,"Drama, Suspense","Jitya Bhau Likes To Be In Control At All Times. One Fateful Night, He Finds Himself Locked In An Empty Shop, Alone With A Prostitute He Knows Nothing About. With No Assurance Of Help From The Outside, They Must Now Fend For Themselves.",
s9303,Movie,Savage Land,Dean Hamilton,"Corbin Bernsen, Vivian Schilling, Brion James, Graham Greene",1994,13+,96,Min,"Kids, Western",Two Women And Some Children Travel Across The Mid-West. The Elements Are Rough But Then Things Get Worse When They Are Pursued By Two Outlaws.,
s9304,Movie,Sashinka,Kristina Wagenbauer,"Carla Turcotte, Natalia Dontcheva, David Giguère",2018,16+,79,Min,"Comedy, Drama","When Sasha'S Mother Arrives On Her Doorstep Without Warning Her, She Tries To Prepare For The Most Important Concert Of Her Career. The Reasons For Her Mother'S Visit Come To Light And Sasha Must Find A Way To Survive The Remaining 24 Hours.",
s9305,TV Show,Rupert,Not Mentioned,"Julie Lemieux, Torquil Campbell, Hadley Kay, Guy Bannerman, Valerie Boyle, Keith White, Colin Fox",1995,Tv-G,2,Seasons,"Animation, Kids","The Adventures Of Rupert, A Young Bear Who Unintentionally Ends Up In Faraway Or Mystical Places But Always Makes It Back Safely To His Home Of Nutwood.",
s9306,Movie,Roommate (Hindi),Vasanth Nagarajan,"Naren, Kadhambari Sowmya",2021,13+,102,Min,"Drama, Suspense","When Santhosh Learns That His Ex-Girlfriend Is Getting Married, He Decides To Get A Reprisal By Pushing An Escort Saranya Into A Locked Newly Built Space Called Manhattan. Will She Survive Without Water, Food And Electricity.",
s9307,Movie,Red Dog,Kriv Stenders,"Josh Lucas, Rachael Taylor, Rohan Nichol",2011,Pg,92,Min,Comedy,"This Is The Story Of A Legendary, Lovable Red Dog Who Roamed The Outback Looking For His Original Master, Finding His Way Into The Hearts Of Everyone He Meets, Bringing People And Communities Together, Some Who Find Love, And Others Who Find Themselves. Based On True Events.",
s9308,Movie,Project A-ko 2: Plot of the Daitokuji Financial Group,"Katsuhiko Nishijima, Yuuji Moriyama","Miki Itô, Emi Shinohara, Michie Tomizawa",1987,16+,49,Min,"Animation, Anime","Three Weeks After An Alien Ship Lands On Graviton City, A-Ko And The Gang Go On Summer Vacation. Meanwhile, Chaos Breaks Out When B-Ko'S Father Arms The Local Military With New Mecha To Attack The Alien Ship.",
s9309,Movie,Perfect Romance,Douglas Barr,"Kathleen Quinlan, Lori Heuring, Henry Ian Cusick, Michael Trucco",2004,13+,90,Min,Comedy,"In The Process Of Matchmaking For Her Daughter, A Mother Meets An Unlikely Romantic Interest.",
s9310,Movie,Pati Patni Aur Woh,B.R. Chopra,"Sanjeev Kumar, Vidya Sinha, Ranjeeta Kaur, Asrani, Om Shivpuri, Nana Palsikar, Parveen Babi",1978,13+,130,Min,Comedy,"Sharda And Ranjeet Lead A Happily Married Life With Their Baby Boy. However, Things Change When Ranjeet Gets Attracted To His New Secretary And Begins An Illicit Affair With Her.",
s9311,Movie,Paradise by the Dashboard Light,"Alyssa Rallo Bennett, Tyler Walker","Sarah T. Cohen, Danny Zuhlke, Madison Fitts, Sea Shimooka, Dallas Mahan, Alfredo Trueba, Nicolette Acosta, Sawyer Greenberg, Sydney Gross, Alexandra Gunst, Cassidy Rose Gyetvan, Andy Jean Louis, Alison Lopresti, Sydney Love, Fiona Malone, Francesca Reale, Melissa Ruiz, Lexie Shoaibi, Portland Thomas, Peyton Young",2016,13+,42,Min,Drama,"Human-Like Droids Living And Serving Among Us In New York City Begin To Struggle With Their Identity As They Grow More Sentient Each Day, Bringing Out The Monster In Their Creators And The Poetry In These Often Undetected Creations. A Darkly Humorous Look At A Future That Is Potentially Right Around The Corner.",
s9312,Movie,Outlaws: The Legend of O.B. Taggart,Rupert Hitzig,"Ben Johnson, Mickey Rooney, Randy Travis, Ned Beatty, Ernest Borgnine",1995,R,99,Min,Western,"After Many Years In Prison, A Changed Robber Comes Home To See His Sons Again, One Of Them Brain-Damaged. Due To Many Misfortunate Events And Terrible Tragic Misunderstandings, They Go On The Run, Leaving A Bloody Trail Wherever They Go.",
s9313,Movie,Nanak Dukhiya Sub Sansar,Dara Singh,"Dara Singh, Balraj Sahni, Prithviraj Kapoor, Pran, Achala Sachdev, Ram Mohan, Meena Rai",1969,13+,132,Min,"Action, Drama","Two Brothers, Separated In The Riots During The India-Pakistan Separation, Meet As Friends. Even When They Learn That They Are Real Brothers, They Do Not Refrain From Opposing Each Other Over A Woman.",
s9314,Movie,Nambiar (Hindi),Ganeshaa,"Srikanth, Santhanam, Sunaina",2016,13+,123,Min,"Comedy, Drama, Science Fiction","Ramachandran, An Ias Aspirant, Keeps Getting Into Difficult Situations Because Of His Id, Nambiyaar, Who Ends Up Creating Havoc In His Relationship With His Parents And Saroja, The Woman He Loves.",
s9315,Movie,Naam,Joshy Thomas Pallickal,"Tovino Thomas, Vineeth Sreenivasan, Gautham Menon, Rahul Madhav, Shabareesh Varma, Renji Panicker, Saiju Kurup, Gayathri Suresh, Thampy Antony, Aditi Ravi, Mareena Michael Kurisingal",2018,13+,132,Min,"Drama, Romance","A Group Of College Students Is On Their Way To Chennai To Meet Someone Extraordinary, For A Noble Mission. What Makes Them Undertake The Mission?",
s9316,Movie,Mugguru Monagallu,Abhilash Reddy,"Srinivas Reddy, Dheekshith Shetty, Vennela Rama Rao, Twisha Sharma, Raja Ravindra, Tnr, Swetaa Varma, Nassar, Bhadram, Surya",2021,13+,108,Min,"Comedy, Drama, Suspense","Mugguru Mongallu Is A Comedy Thriller And Srinivasa Reddy Is The Biggest Highlight Of The Film. It'S The Story Of Three People Who Are Apparently Deaf (Srinivas Reddy), Dumb (Deekshit Shetty), And Blind (Vennela Rama Rao) Each, Go To The Police Station With A Few Clues Regarding The Murders. Will The Police Catch The Killers?",
s9317,Movie,Like Dogs,Randy Van Dyke,"Annabel Barrett, Ignacyo Matynia, Ryan Tran, Shay Denison, Katy Dore",2021,18+,94,Min,Horror,"Abducted And Treated Like Animals, Two University Students Are Unwilling Participants In A Behavioral Experiment Gone Horribly Wrong. It Gets Personal When The Pair Learn They'Ve Each Been Specifically Targeted. Once People Start Dying, It'S A Race To Escape And Survive.",
s9318,Movie,Let There Be Light,"Mila Aung-Thwin, Van Royko","Mark Henderson, Jeffrey Harris, Michel Laberge",2017,All,80,Min,"Documentary, Suspense","A Group Of Scientists Are Approaching The Final Steps Of A Machine Decades In The Making: An Artificial Star That Could Provide Millions Of Years Of Clean Energy. Are Scientists About To Crack Nuclear Fusion, Or Chasing A Delusion?",
s9319,TV Show,Landscape Artist of the Year,Not Mentioned,"Joan Bakewell, Frank Skinner, Kate Bryan, Tai Shan Schierenberg, Katleen Soriano",2015,All,1,Season,"Documentary, Special Interest, Unscripted","Joan Bakewell And Frank Skinner Welcome The Artists Of The Series That Aims To Unearth A New Star Of The Arts World. Portrait Artist Tai Shan Schierenberg, Curator Kathleen Soriano And Art Dealer Kate Bryan Will Circulate Among The Contestants, Assessing Their Talents And Skill",
s9320,Movie,Kanave Kalaiyadhe,V. Gowthaman,"Murali, Simran, Chinni Jayanth, Charle",1999,All,159,Min,"Drama, Romance","Just As Everything Was Falling Into Place For Anand, He Is Distraught When The Girl He Loves Dies In A Blast. Fate Plays Yet Another Trick On Him When He Finds Himself Face To Face With Her Lookalike.",
s9321,Movie,Jack'd Up,Timothy Wayne Folsome,"Ronreaco Lee, Alexis Fields, Anna Maria Horsford",2001,18+,100,Min,Drama,"Dre Gets Caught Up Gang Activity And Accidentally Murders An Innocent Person. Plagued By A Guilty Conscience, He Does Everything He Can To Make Things Right – And Avoid Falling Back In With The Gang.",
s9322,TV Show,If You Give a Mouse a Cookie,,"Mason Mahay, Roger Craig Smith, Jessica Diciccio, Jeff Bennett, Lara Jill Miller, Henry Kaufman, Kyla Kenedy White, Scarlet Estevez, Benji Risley",2021,All,10,Seasons,Kids,"If You Give A Mouse A Cookie, Series: Based On The Beloved Books By Laura Numeroff And Felicia Bond. Meet Mouse, Pig, Moose, Dog And Cat And Their Favorite Kids! When Everyone Gets Together One Thing Always Leads To Another In The Most Unexpected Ways. You Never Know Where Things Will End Up, But You Can Be Sure That If Mouse And Friends Go On An Adventure, Then There Is Lots Of Fun To Be Had!",
s9323,Movie,High Wire,Claude Guilmain,Not Mentioned,2020,13+,52,Min,Documentary,"High Wire Examines Why Canada Declined To Take Part In The 2003 Us-Led Military Mission In Iraq, Shining A Spotlight On The Diplomatic Tug Of War That Took Place Behind The Scenes With Our Neighbours To The South. Canada'S Historic Refusal Could Have Had Disastrous Consequences, But A Number Of Key Players And Other Analysts Remind Us Of The Terrible Price We Pay When Diplomacy Fails.",
s9324,Movie,Hawaii,George Roy Hill,"Julie Andrews, Max Von Sydow, Richard Harris, Gene Hackman, Carroll O'Connor, Jocelyne Lagarde, Manu Tupou, Ted Nobriga, Elizabeth Logue, John Cullum, George Rose, Lou Antonio",1966,7+,161,Min,Drama,"In This Spectacular Film Starring Julie Andrews, Max Von Sydow, Richard Harris And Gene Hackman Two Cultures Collide When The Rev. Abner Hale (Von Sydow) And His Wife (Andrews) Attempt To Convert Early 19Th-Century Hawaiian Natives To Christianity.",
s9325,Movie,Halloween With The New Addams Family,David Steinmetz,"John Astin, Ted Cassidy, Jackie Coogan, Carolyn Jones, Henry Darrow, Jane Rose, Elvia Allman, Ken Weatherwax, Lisa Loring",1977,7+,87,Min,Comedy,"America'S First Family Of Ghastly Giddiness Reunites For A Halloween Celebration That Will Raise The...Dead! John Astin, Carolyn Jones, Ted Cassidy, Jackie Coogan, Lisa Loring And Ken Weatherwax All Reprise Their Roles From The Hit Original Series!",
s9326,Movie,Guns of Banaras,Sekhar Suri,"Karan Nath, Nathalia Kaur, Ganesh Venkatraman",2020,13+,127,Min,"Action, Drama","A Sincere And Diligent Young Man, Guddu, Is Very Attached To His Bike Since It Became His Streak Of Luck. One Day, When His Bike Gets Stolen, Guddu Sets Out To Find It But Gets Entangled In The World Of Crime When He Finds Out That His Bike Is Being Used To Transport Drugs.",
s9327,Movie,Gli Onorevoli,Sergio Corbucci,"Peppino De Filippo, Totò",1963,13+,99,Min,Comedy,"A Series Of Candidates For The Chamber Encounters Difficulties During The Electoral Campaign: The Christian Democrat Bianca Sereni (Franca Valeri) Falls In Love With The Photographer Who Wants To Discredit Her, Senator Rossani Breschi (Gino Cervi) Is Forced To Stop His Rally Because Of A Gang Of Children, The Monarchist Antonio La Trippa (Totò) Torments The Condominiums With Endless Speeches ...",
s9328,Movie,Get Shorty,Barry Sonnenfeld,"John Travolta, Gene Hackman, Rene Russo, Danny Devito",1995,R,105,Min,"Comedy, Suspense",Hd. A Miami Loan Shark Goes To Hollywood To Collect A Debt And Tries To Break Into The Movie Business.,
s9329,Movie,Games of Desire,Hans Albin,"Ingrid Thulin, Paul Hubschmid",1964,16+,91,Min,Romance,"The Wife Of The Swedish Ambassador Of Greece Becomes Involved In A Romantic Triangle, But The Man Who Comes Between Husband And Wife Has A Preference For The Husband.",
s9330,Movie,Friends at Last,John David Coles,"Kathleen Turner, Colm Feore, Julie Khaner, Sarah Paulson",1995,13+,92,Min,Drama,"As The Years Go By, A Woman Finds Herself Trapped In Her Marriage, And Asks For A Divorce From Her Husband. Twelve Years Later, She Discovers That Her Ex-Husband Is Her Best Friend.",
s9331,Movie,Final Run,Armand Mastroianni,"Robert Urich, Patricia Kalember, John De Lancie",1999,13+,90,Min,"Action, Drama","A New, Computer Controlled Train Loses Control Due To An Error In The System And Speeds Out Of Control While Urich Attempts To Stop It.",
s9332,Movie,Farm to Fork to Love,Sandra L. Martin,"Maurice Johnson, Meggan Kaiser, Scot Cooper",2021,13+,85,Min,Romance,"Focused Chef, Alice (Meggan Kaiser), Works At One Of The Top Restaurants In New York. After A Disastrous Night Serving A Food Critic, She Receives An Invitation To Judge The Notorious Food Competition In Honor Of The Annual Fundraiser For The St. Andrew'S Children'S Hospital. Alice Decides To Go, And Among The Judges Is The Handsome Chef Christian (Scot Kooper), Who Attended School With Alice.",
s9333,Movie,Exit Humanity,John Geddes,"Brian Cox, Mark Gibson, Dee Wallace, Bill Moseley, Stephen Mchattie, Jordan Hayes, Adam Seybold, Ari Millen, Jason David Brown, Sarah Stunt, Christian Martyn, John Geddes, Jesse Thomas Cook, Matt Griffin, Tony Burgess, Tim Fretwell",2011,18+,114,Min,Horror,A Young Man'S Struggle To Survive In The Aftermath Of A Deadly Undead Outbreak During The American Civil War.,
s9334,Movie,Evidence of Blood,Andrew Mondshein,"David Strathaim, Mary Mcdonnell",1988,7+,109,Min,Drama,A Famous Investigative Reporter Goes Back To The Small Southern Town Where He Grew Up To Explore A Murder Involving His Family'S Past.,
s9335,Movie,Entanglement,Damon Jamal,"Cisco Reyes, Jasmine Burke, Omar Gooding, Dennis L.A. White, Tangi Miller, Angie Stone",2021,18+,95,Min,Drama,"A Late Night Dj At The Hottest Radio Station In Atlanta Struggles To Find His Way Back To The Top After Being Dumped Live On-Air. In His Journey To Revive His Career, A Woman That Once Called His Show Seeking Love Advice Enters His Life And That Is Where Things Began To Entangle.",
s9336,Movie,Electrician,Steve Conway,Rory Farrelly,2020,16+,85,Min,"Arthouse, Drama","Lonely Electrician Mark Wants To Re-Connect With His Lost Family Unit, But He Knows To Achieve This It Means Re-Opening Doors To His Past He Has Tried Hard To Get Away From. The Key To Achieving His Goal Could Also Be His Undoing And He Must Decide Fast If He Is Willing To Take That Risk. Made Over Five Years Without A Budget & Using Mostly Non-Actors. Multi Award-Winning Independent British Film.",
s9337,Movie,Dreaming of Braddock,"Cavi Borges, Ulisses Mattos","Pedro Monteiro, Augusto Madeira",2019,13+,79,Min,"Comedy, Drama","The Failed Actor Rui (Pedro Monteiro) Inherits A Millionaire Apartment And Puts It Up For Sale To Fulfill His Dream: To Star In The Remake Of A Famous Chuck Norris Film. While Trying To Sell The Apartment, He Has To Negotiate The Rights To Produce The Film, Solve His Love Life And Deal With An Unusual Problem: Being A Redhead.",
s9338,Movie,Dive,Daniel F. Holmes,"Vanessa Schaefer, Shauna Kavanagh, Emmet Ryan, Aidan O'Sullivan, Shauna Dineen, Lukasz Kozanecki, Tara Flynn",2021,16+,86,Min,Drama,A Young Woman In Ireland Must Make A Life Changing Decision When She Discovers She'S Pregnant And Faces The Harsh Reality Of Ireland'S Lack Of Support For Women In Her Situation.,
s9339,TV Show,Di-Gata Defenders,Not Mentioned,"Noah Cappe, Martha Macisaac, Dan Petronijevic, Stephanie Beard",2008,Tv-G,4,Seasons,"Action, Animation, Kids","Only One Group Can Control The Destiny Of The Di-Gata Stones. With The Help Of The Guardian Creatures, Four Teenage Warriors Are Entrusted With Finding The Pure Gems To Save The Good People Of Rados.",
s9340,Movie,Deya Neya,Sunil Bandyopadhyay,"Uttam Kumar, Tanuja, Pahari Sanyal, Kamal Mitra, Tarun Kumar, Shyam Laha, Nripati Chatterjee, Chhaya Devi, Lily Chakravarty",1962,16+,122,Min,Romance,"Prashant Leaves Home Because Of His Differences With His Father To Build A Career As A Singer. He Comes To The City And Starts Working As Haron, A Driver In The House Of Beautiful Lady Of Suchorita . Suchorita Loves Singer Of Abhijit. At The Last Time Suchorita Knows Horan Sings As Abhijit.",
s9341,Movie,Delusion,Vallo Toomla,"Mirtel Pohla, Priit Võigemast, Mari Abel, Meelis Rämmeld",2016,13+,102,Min,"Horror, Suspense","A Struggling Married Couple Is Offered A Luxurious Seaside Mansion For A Retreat By Some Rich Friends. When A Violent Storm Breaks Out, They Offer Shelter To A Couple Of Strangers, Who Think They Are The Owners. They Do Nothing To Correct Them And Start Playing Into It.",
s9342,TV Show,DEFA,Not Mentioned,"Önem Pişkin, Ahmet Ataman, Mihca Kılıç, Emre Gürkan Bıyık, Mert Uzunmehmet, Şevval Bektaş",2021,13+,1,Season,Tv Shows,"A Known Writer Named Aktan Koral, While Continuing His Work On His Latest Project Called"" Defa"", Goes To The House Where He Grow Up Cause Of A Mysterious Call, In This House, Main Characters Of The Books He Has Written Up To This Time And His Grandmother, Who Died Many Years Ago, Are Waiting For Him.",
s9343,Movie,Dancin: It's On,David Winters,"David Winters, Gary Daniels, Ava Fabian, Whitney Carson, Jordan Clark",2015,Pg,90,Min,"Arts, Entertainment, And Culture","When Beverly Hills Teen, Jennifer (Witney Carson), Visits Her Distant Father At His Hotel In Panama City Beach, She Encounters Much More Than She Bargained For.",
s9344,Movie,Confessions of an American Bride,Douglas Barr,"Shannon Elizabeth, Eddie Mcclintock, Alan Van Sprang",2005,13+,90,Min,Comedy,As A Young Woman Plans Her Dream Wedding She Realizes She Might Not Be Walking Down The Aisle With The Right Person.,
s9345,Movie,Cold Turkey,Norman Lear,"Dick Van Dyke, Pippa Scott, Tom Poston, Edward Everett Horton, Bob Elliott, Ray Goulding, Bob Newhart",1971,Pg-13,102,Min,Comedy,"Dick Van Dyke Stars As Clayton Brooks, Minister In A Small Iowa Town, Who Takes Up The Challenge Presented By An Ad Exec (Bob Newhart) For A Tobacco Company: Any City Or Town In America That Can Give Up Smoking For 30 Days Gets $25 Million Dollars.",
s9346,TV Show,Clip: El Anti-Friendzone,Not Mentioned,"Erick Miranda, Mariam Mendoza, Orlando Pomar, Arlyn Cova, Kareem Franco",2019,18+,1,Season,Tv Shows,"A Young Man In His 30S Is Looking For The Love Of His Life, But Gets Rejected All The Time. His Parents Think He Is A Player But It Is The Complete Opposite. He Will Try To Find Love In The Very Complicated 21St Century.",
s9347,Movie,Child in the Night,Mike Robe,"Jobeth Williams, Tom Skerritt, Season Hubley, Mike Pniewski, Elijah Wood, Darren Mcgavin",1990,13+,95,Min,"Drama, Suspense","After A Young Boy Witnesses The Brutal Murder Of His Father, He Suffers From Trauma And Can'T Remember The Details. A Detective And A Child Psychologist Work Together To Emotionally Heal Him.",
s9348,TV Show,Cavendish,Not Mentioned,"Maddy Bryce, Ewan Petrie, Robert Carr",2021,13+,1,Season,"Comedy, Drama","A Scottish Boarding School Tucked Away In The Highlands. Prefects For House Parents. Peers Who Are More Like Siblings. High Standards Of Discipline And Excellence. Cavendish Is Everything English Newcomer Gracie Bennett Needs And Nothing She Wants, Except To Play On Their Football Team. Talent Got Her There But Clashing Against The New Normal May Well Cost Her The Season.",
s9349,Movie,Camouflage,Reinhold Bilgeri,"Wolfgang Böck, Tobias Moretti, Petra Morzé, Harald Schrott",2014,16+,88,Min,"Action, Suspense",An Unscrupulous Police Detective Corners The Lead Suspect Of A Murder Investigation In Executing A Sinister Plan.,
s9350,Movie,Bermuda Triangle,Ian Toynton,"Sam Behrens, Susanna Thompson, Lisa Jakub",1996,16+,89,Min,"Action, Drama","A Sudden Storm Leaves The Everman Family Shipwrecked On An Uncharted Island Inhabited By Other Stranded Settlers And A Tribe Of Natives With Strange Powers. In Their Attempts To Escape, The Evermens Befriend The Island'S Other Inhabitants And Create For Themselves A Unique Interpretation Of Home.",
s9351,Movie,Bandslam,Todd Graff,"Lisa Kudrow, Vanessa Hudgens, Aly Michalka, Scott Porter, Gaelan Connell",2009,Pg,111,Min,"Comedy, Drama, Kids","Music-Obsessed Misfits (Aly Michalka, Vanessa Hudgens, Gaelan Connell) Cope With High School Life By Forming A Band For The Big Bandslam Competition.",
